Chr,Start,variance
chr17,42000001,0.0404996907289049
chr6,151000001,0.0404938010552652
chr1,22000001,0.0404223168765215
chr1,22000001,0.0404223168765215
chr12,16000001,0.0403735161224168
chr17,79000001,0.0402215824876705
chr5,107000001,0.0401064257540353
chr7,95000001,0.0399920562087749
chr1,25000001,0.0398887147101118
chr1,25000001,0.0398887147101118
chr18,31000001,0.0398084539374329
chr16,27000001,0.0398025284667576
chr2,37000001,0.0397730077283302
chr10,127000001,0.039747864243984
chr1,14000001,0.0397055842391253
chr1,14000001,0.0397055842391253
chr22,20000001,0.0396992233987354
chr3,150000001,0.0396879915014895
chr19,52000001,0.0396154426657067
chr12,12000001,0.0395657537676966
chr2,30000001,0.0395580243392271
chr9,130000001,0.0394940415710997
chr6,167000001,0.0394773847963478
chr19,14000001,0.039461658930334
chr4,113000001,0.0394185530418599
chr22,13000001,0.0393642810841053
chr22,14000001,0.0393642810841053
chr7,79000001,0.0393630953270813
chr18,8000001,0.0393549539647779
chr1,162000001,0.039203977898432
chr1,162000001,0.039203977898432
chrX,38000001,0.0391543268531046
chr22,40000001,0.0390879623945893
chr15,58000001,0.0390773178433028
chr22,36000001,0.039068650494222
chr7,148000001,0.0390485789365897
chr18,48000001,0.0389330786553608
chr6,3000001,0.0388233926664929
chr7,154000001,0.0388104269993572
chr9,128000001,0.0387340447767958
chr20,45000001,0.0387092944220165
chr1,101000001,0.038695611960965
chr1,101000001,0.038695611960965
chr1,69000001,0.0386705086989599
chr1,69000001,0.0386705086989599
chr4,179000001,0.0386680073874112
chr4,27000001,0.0386087583198932
chr1,236000001,0.0386080674047564
chr1,236000001,0.0386080674047564
chr1,94000001,0.0386058705826102
chr1,94000001,0.0386058705826102
chr15,26000001,0.038605001150436
chr14,90000001,0.0385789725148967
chr11,80000001,0.0385114977946155
chr15,98000001,0.0383059953864427
chr11,7000001,0.0383041807235012
chr1,67000001,0.0382720889801725
chr1,67000001,0.0382720889801725
chr4,183000001,0.0382613007884826
chr11,24000001,0.0382211315567412
chr15,84000001,0.0381816281491304
chr17,71000001,0.0380633737349903
chr19,43000001,0.038012689843804
chr12,1,0.0378712937287249
chr14,91000001,0.0378477838716279
chr15,36000001,0.0378276591995637
chr6,111000001,0.0377693636068802
chr16,92000001,0.0376377934862696
chr6,108000001,0.0376006776872373
chr16,84000001,0.0375726582139547
chr9,27000001,0.0375264090549801
chr4,98000001,0.0375104287190472
chrX,39000001,0.0374610230887123
chr9,19000001,0.0374146973240895
chr7,83000001,0.037389110284518
chr12,67000001,0.037203072997513
chr14,24000001,0.037198876884293
chr11,97000001,0.0371381619707291
chr13,97000001,0.0371319943178985
chr15,77000001,0.0370908616593774
chr17,15000001,0.0369527844913653
chr14,28000001,0.0368502064592377
chr20,43000001,0.036849477712053
chr20,50000001,0.0368363092193412
chr4,168000001,0.0368136060250432
chr19,32000001,0.0367618047152667
chr16,82000001,0.0367351580465045
chr9,97000001,0.0366242439170546
chr16,17000001,0.0365521533206155
chr2,230000001,0.0365353589495305
chr1,98000001,0.0362886549547265
chr1,98000001,0.0362886549547265
chr10,79000001,0.0362452572025161
chr12,54000001,0.0362409144723326
chr6,166000001,0.0362277225961321
chr8,61000001,0.0361537972229536
chr2,18000001,0.0361518237754677
chr18,57000001,0.0361346090430216
chr1,38000001,0.0361098386635681
chr1,38000001,0.0361098386635681
chr17,46000001,0.0360511956050421
chr1,233000001,0.0360177807030979
chr1,233000001,0.0360177807030979
chr13,36000001,0.0360107834716038
chr12,52000001,0.0359865616296507
chr13,29000001,0.03598176850932
chr1,81000001,0.0359659030020883
chr1,81000001,0.0359659030020883
chr6,133000001,0.0359022062519781
chr21,33000001,0.0358982054676297
chr12,113000001,0.0358780620251695
chr2,236000001,0.035870710139231
chr20,60000001,0.0358551696530471
chr11,35000001,0.0358531657658859
chr1,202000001,0.0358402411301782
chr1,202000001,0.0358402411301782
chr21,21000001,0.0358371246033482
chr10,42000001,0.0358337575548143
chr7,20000001,0.0358046621020436
chr2,105000001,0.0357478745561788
chr3,71000001,0.0357217461082813
chr19,58000001,0.0356843780996708
chrX,5000001,0.0356730622433639
chr15,94000001,0.0356611833734921
chr2,169000001,0.0356515402544939
chr6,19000001,0.0356477386561942
chr17,56000001,0.0356223694805521
chr10,94000001,0.0355951641676961
chr1,112000001,0.0355793886841916
chr1,112000001,0.0355793886841916
chr6,164000001,0.0355782641270237
chr4,24000001,0.0355480962148609
chr9,4000001,0.0355473836796281
chr1,97000001,0.0355196222937522
chr1,97000001,0.0355196222937522
chr22,28000001,0.0354922769131657
chr2,36000001,0.0354488225010186
chr3,73000001,0.0354378314527723
chrX,29000001,0.0354321896952664
chr9,8000001,0.0353962845667298
chr12,80000001,0.03537243530393
chr2,46000001,0.0353635101444059
chr19,51000001,0.0352619061352933
chr13,46000001,0.0352492869432266
chr13,43000001,0.0351948084194657
chr2,5000001,0.0351321567541032
chr5,149000001,0.0350371836256232
chr12,72000001,0.0350344789668569
chr1,107000001,0.0350169706781699
chr1,107000001,0.0350169706781699
chr14,8000001,0.034966032511328
chr2,139000001,0.0349626918281361
chr6,7000001,0.0348062469829144
chr20,56000001,0.034790431617898
chr4,28000001,0.0347733264095243
chr2,9000001,0.0347586747761441
chr5,83000001,0.0347428596579561
chr8,123000001,0.0347303583230501
chr5,160000001,0.0346669826568057
chr14,98000001,0.0346505996157283
chr15,57000001,0.0346345446253392
chr3,118000001,0.0345757088719818
chr7,25000001,0.0345432713860854
chr5,77000001,0.034513537420568
chr18,56000001,0.0345029883899054
chrX,108000001,0.0344637338081861
chr15,28000001,0.0343308156073621
chr7,107000001,0.0343155122480941
chr19,59000001,0.0343002470526313
chr18,67000001,0.0342627528936476
chr2,1,0.0342059532888149
chr9,144000001,0.0341687021325168
chr9,3000001,0.034159370602269
chrX,148000001,0.0340827450418849
chr5,143000001,0.0340653285896925
chr15,29000001,0.0340249346849327
chr3,196000001,0.0339227604005483
chrX,138000001,0.0339171466819725
chr12,24000001,0.0338751392649042
chr9,126000001,0.0337908234869433
chr6,11000001,0.0337756350133344
chr20,9000001,0.0337321212912995
chr12,22000001,0.0336745046011876
chr6,20000001,0.0336632000201078
chr8,119000001,0.0336281159910519
chr9,141000001,0.0336009574225145
chr20,11000001,0.0335726889651942
chr16,78000001,0.0335718013893258
chr14,95000001,0.0335549376178116
chr13,26000001,0.0335524071083597
chr14,55000001,0.0335204177876364
chr15,78000001,0.0333443621767875
chr10,122000001,0.0333374611131598
chr11,44000001,0.0333243543374131
chr17,8000001,0.0332827448015732
chr16,58000001,0.0332198499270983
chr20,17000001,0.0331803216988602
chr18,45000001,0.0331376395754623
chr15,32000001,0.0331344559428676
chr1,66000001,0.0330143345660883
chr1,66000001,0.0330143345660883
chr2,227000001,0.0329376307747956
chr7,92000001,0.0328948987873454
chr4,20000001,0.0328662608124277
chr9,147000001,0.0328521347963752
chrX,68000001,0.0328410972223423
chr3,11000001,0.0328291850255811
chr21,32000001,0.0327908769380051
chr10,80000001,0.0327779753073301
chr14,13000001,0.0327610014384127
chr3,180000001,0.0327100531479341
chr9,87000001,0.0325038146456538
chr20,3000001,0.032466128949323
chr14,69000001,0.0324637439249353
chr1,58000001,0.0324409213270261
chr1,58000001,0.0324409213270261
chr5,68000001,0.0323848750846584
chr7,13000001,0.0323720799000057
chr1,232000001,0.0323630821561385
chr1,232000001,0.0323630821561385
chr1,1000001,0.0323600229014474
chr1,1000001,0.0323600229014474
chr10,24000001,0.0322426106924742
chr13,42000001,0.0322302875086962
chr10,91000001,0.0322237434999322
chr18,46000001,0.0322150741601322
chr11,122000001,0.0322070362271162
chr1,54000001,0.0321921687592027
chr1,54000001,0.0321921687592027
chr15,66000001,0.0321536890663924
chr22,25000001,0.0320268319708905
chrX,19000001,0.0319884017327703
chr1,59000001,0.0319785134612931
chr1,59000001,0.0319785134612931
chr10,18000001,0.0319631781276241
chr7,151000001,0.0319327060956841
chr7,139000001,0.031922706074707
chr11,25000001,0.0319177081481781
chr10,117000001,0.0318995712611088
chr14,86000001,0.0318584764013561
chr18,27000001,0.0318495869704998
chr20,24000001,0.0318349977761942
chr2,19000001,0.0317996593660812
chr12,77000001,0.0317824886577483
chr6,41000001,0.0317419344742186
chr16,56000001,0.0317260688253068
chr6,150000001,0.031697425825795
chr4,73000001,0.031681750265563
chr8,18000001,0.0316661956695909
chr8,41000001,0.0316633136317696
chr16,35000001,0.0316632692561154
chr10,59000001,0.031612450454327
chr9,98000001,0.0315875312593137
chr8,15000001,0.0315416691942344
chr2,29000001,0.0315331909991137
chr11,132000001,0.0314102821070111
chr7,29000001,0.0314014200126091
chr5,24000001,0.0313957553830564
chr1,165000001,0.0313334894597401
chr1,165000001,0.0313334894597401
chr2,2000001,0.0312656417531481
chr20,29000001,0.0312318896099017
chr13,32000001,0.0311960817265116
chr5,67000001,0.0311670851455666
chr21,24000001,0.031159230639337
chr11,84000001,0.0310971984146083
chr10,114000001,0.0310784015822831
chr8,132000001,0.0310624108438886
chr5,176000001,0.0310097208573697
chr15,27000001,0.0309935815522255
chr17,82000001,0.030976721914664
chr18,59000001,0.0309600625460904
chr18,52000001,0.0309381155415138
chr12,101000001,0.030842230749062
chr19,47000001,0.0308287387122567
chr2,238000001,0.0307911431312727
chr5,11000001,0.0307909596643436
chr5,1,0.0307207797205983
chrX,86000001,0.0307005933445541
chr5,126000001,0.0306537541386314
chr16,12000001,0.0306397311514031
chr18,75000001,0.0306204613144308
chr18,77000001,0.0306146039052107
chr4,86000001,0.0306145548061819
chr5,35000001,0.0306063933758211
chr1,80000001,0.0305546735227824
chr1,80000001,0.0305546735227824
chr6,125000001,0.0303745444654528
chr3,177000001,0.0303551605688962
chr1,155000001,0.0303506515158725
chr1,155000001,0.0303506515158725
chr6,2000001,0.0303141998903447
chr7,72000001,0.0302446052840366
chr11,123000001,0.0302346786333611
chr10,54000001,0.0302215837744416
chr5,46000001,0.0301899648051806
chrX,112000001,0.0301792413389835
chr8,19000001,0.0301358198641407
chr6,138000001,0.0300984792376043
chr6,9000001,0.0300965855729023
chr9,136000001,0.0300241057666688
chr13,38000001,0.0299734613806753
chr6,163000001,0.0299622551783818
chr1,183000001,0.0299430240912994
chr1,183000001,0.0299430240912994
chr5,90000001,0.0298736530974871
chr7,24000001,0.0298723134125883
chr1,216000001,0.0298544734287608
chr1,216000001,0.0298544734287608
chr2,33000001,0.0298518989099723
chr5,117000001,0.0298412984719475
chr2,47000001,0.0298360684845891
chr11,32000001,0.029831346324744
chr4,185000001,0.0297802447535819
chr21,18000001,0.0297175730819215
chr17,44000001,0.0296964989097153
chr5,7000001,0.029643299739287
chr1,91000001,0.0296093796248146
chr1,91000001,0.0296093796248146
chr20,26000001,0.0295814637113992
chr11,26000001,0.0294924820086502
chr15,76000001,0.0294503386659048
chr9,33000001,0.0294279099784714
chr8,138000001,0.0294255636476556
chr10,17000001,0.029386055943826
chr2,114000001,0.0293370506249618
chr12,10000001,0.0293173083191638
chr13,34000001,0.0293027205126524
chr4,177000001,0.0292398749934871
chr2,234000001,0.0292094203100004
chr16,3000001,0.0291873928534935
chr3,194000001,0.02916500639709
chr5,164000001,0.0291539883544558
chr16,62000001,0.0291083497859952
chr13,111000001,0.0290446427229263
chr1,34000001,0.0290074710188283
chr1,34000001,0.0290074710188283
chr8,59000001,0.0289968160222406
chr5,168000001,0.028950737010713
chr11,118000001,0.028907836149065
chr8,145000001,0.0288688069816864
chr7,69000001,0.0288473480650428
chr2,180000001,0.02883531615404
chr5,49000001,0.0288318786712822
chr2,212000001,0.0288143835696829
chrX,152000001,0.0288054825625215
chr8,136000001,0.0287829565833995
chr12,75000001,0.0287510118753516
chr12,103000001,0.0287439465218123
chrX,91000001,0.028737376418405
chr2,26000001,0.0287190104106144
chr2,215000001,0.0287080733044924
chr5,73000001,0.0286924973495669
chr21,39000001,0.0286830646691453
chrX,46000001,0.0286777680424656
chr7,26000001,0.0286337084124634
chr6,115000001,0.028613859420648
chr14,77000001,0.0285455427155623
chr21,5000001,0.0285276214187077
chr3,152000001,0.0285226427165263
chr8,57000001,0.0285152611242489
chrX,33000001,0.0284922380953857
chr8,116000001,0.028475904608897
chr1,11000001,0.0283709691500383
chr1,11000001,0.0283709691500383
chr22,39000001,0.0282589422000351
chr13,31000001,0.0282516361470085
chr9,64000001,0.0282241737061768
chr21,14000001,0.0281832933679072
chr20,20000001,0.028138730079711
chr14,94000001,0.028137139328349
chr18,32000001,0.0280536808134996
chr21,17000001,0.0280019595242838
chr2,20000001,0.027969691021751
chr4,33000001,0.0279301749905481
chr4,57000001,0.0279172113079169
chr1,203000001,0.0277685314899355
chr1,203000001,0.0277685314899355
chr4,34000001,0.0277482015783415
chr20,41000001,0.0277240041764757
chr5,14000001,0.0277237701149415
chr3,170000001,0.0276800473955962
chr11,98000001,0.027642850615321
chr1,23000001,0.0276278588669383
chr1,23000001,0.0276278588669383
chrX,69000001,0.0275988135303404
chrX,120000001,0.027546081172706
chr9,93000001,0.0275425538480329
chr11,79000001,0.0275424144992132
chr7,94000001,0.0274952660181294
chr6,129000001,0.0274825820792391
chr7,9000001,0.0274802607237633
chr2,28000001,0.0274730934736958
chr9,148000001,0.0274724362288296
chr16,55000001,0.0274574954784529
chr2,77000001,0.0274549046586575
chrX,119000001,0.0274343066077439
chr11,23000001,0.0274280048891638
chr2,133000001,0.0274063872073175
chr14,43000001,0.0274062360383139
chr11,36000001,0.0273798841468213
chr4,181000001,0.0273535957568833
chr6,149000001,0.0273175798543537
chr9,10000001,0.027309229070024
chr4,17000001,0.0272783979469722
chr21,26000001,0.027267186906699
chr2,79000001,0.0272514633070556
chr9,102000001,0.0272298782114494
chr18,9000001,0.0271930216343245
chr13,90000001,0.027173730979909
chr18,65000001,0.027173041455887
chr14,20000001,0.0270581370795061
chr10,90000001,0.0270075207340821
chr12,27000001,0.0269806462795573
chr3,8000001,0.0269766448203027
chr3,127000001,0.0269726590749893
chr21,31000001,0.0269302122436453
chr4,182000001,0.0269213608397255
chrX,146000001,0.0269038780955934
chr8,129000001,0.0269017849983456
chr8,31000001,0.0268399633822007
chr12,115000001,0.0268273627381345
chr20,65000001,0.0268082384280722
chr8,23000001,0.0268033430248415
chrX,49000001,0.0267775078929755
chr20,27000001,0.0267431960596825
chr20,28000001,0.0267431960596825
chr10,70000001,0.0267254364493833
chr21,28000001,0.0266884681390758
chr19,49000001,0.0266808423392421
chr19,13000001,0.0266506183545397
chr2,150000001,0.0266485665989984
chr17,16000001,0.0266353031270417
chr11,128000001,0.0266227682005112
chr6,109000001,0.0265935284116039
chrX,94000001,0.0265691250061411
chr4,40000001,0.0265270292719157
chr18,13000001,0.0265222193783721
chr11,127000001,0.026519710214205
chr2,68000001,0.0264984565808061
chr3,185000001,0.0264868545858554
chr15,43000001,0.0264426372286826
chr10,69000001,0.0263988181160775
chr17,50000001,0.0263641431777656
chr6,42000001,0.0263054504572117
chr7,158000001,0.026274953154277
chr11,17000001,0.0261852598987558
chr3,107000001,0.0261735774917112
chr2,168000001,0.0261707825835904
chr11,1000001,0.0261079547999109
chr11,115000001,0.0260471159845206
chr2,70000001,0.0260136439635432
chr15,35000001,0.0259552455276183
chr1,238000001,0.0259536478199651
chr1,238000001,0.0259536478199651
chr2,41000001,0.025944227039121
chr8,26000001,0.0259340837032797
chr13,74000001,0.0259055515539513
chr16,9000001,0.0258948859298424
chr4,149000001,0.0258916447526084
chr8,73000001,0.0258896710135532
chr4,151000001,0.0258859451770872
chrX,109000001,0.0258856790676173
chr3,69000001,0.0258771092544705
chr9,110000001,0.0258467336553415
chr4,82000001,0.0258211697854615
chr11,114000001,0.0257880970684481
chr17,72000001,0.0257262063881514
chr17,63000001,0.0257042554346827
chr10,60000001,0.0256319905740486
chr2,233000001,0.0256272151420355
chr10,12000001,0.0254426309807021
chr7,38000001,0.0254205022665841
chr20,40000001,0.02542015335055
chr6,161000001,0.0254090872959458
chr2,42000001,0.0254089507438512
chr16,20000001,0.025399127346629
chr10,1,0.0253978799073584
chr1,76000001,0.0252742393254601
chr1,76000001,0.0252742393254601
chr3,179000001,0.0252735000116577
chr14,83000001,0.0252441831632492
chr5,118000001,0.0252133820275376
chr20,49000001,0.0251481295906053
chr3,184000001,0.0251381678334266
chrX,35000001,0.0251327429803865
chr13,101000001,0.0251324184505305
chr6,45000001,0.0251256954576157
chr2,211000001,0.0251255395038068
chr14,30000001,0.0251211078851244
chr5,108000001,0.0250842406014517
chr8,70000001,0.0250595158556168
chr14,76000001,0.0250312831012615
chr12,98000001,0.0249568695083465
chr17,75000001,0.0247990138918475
chr10,34000001,0.0247586899051664
chr1,62000001,0.0247562758396871
chr1,62000001,0.0247562758396871
chr2,163000001,0.0246539674893384
chr2,142000001,0.0246133001170399
chr11,10000001,0.0245953996578785
chr8,81000001,0.0245783726900758
chr4,35000001,0.0245735535181487
chr3,187000001,0.0245448089569413
chr2,75000001,0.0244976498587612
chr14,23000001,0.0244750047910496
chr9,17000001,0.0244627955066448
chr11,100000001,0.024409625406365
chr8,137000001,0.0243998957033101
chr10,78000001,0.024353053571226
chr3,119000001,0.0243508375178988
chr9,132000001,0.0243330979223003
chr7,144000001,0.0243167647987184
chr9,23000001,0.0243110694774125
chr2,127000001,0.0242648484050614
chr1,180000001,0.0242122854250961
chr1,180000001,0.0242122854250961
chr2,43000001,0.0241552917534685
chr6,24000001,0.0241127408337805
chr6,37000001,0.0240760464958021
chr8,106000001,0.0240625110530848
chr12,1000001,0.0240183284249243
chr5,109000001,0.0239924828324698
chr10,115000001,0.0239433919602986
chr13,44000001,0.0239396175627713
chr4,92000001,0.0239021193093938
chr5,48000001,0.0238821479250722
chr4,164000001,0.0238817431700388
chr11,106000001,0.0238417846697662
chrX,47000001,0.0238286677934133
chr22,50000001,0.0237704084425744
chr6,140000001,0.0237507105282447
chr5,47000001,0.0237148511468731
chr1,29000001,0.0237042900178847
chr1,29000001,0.0237042900178847
chr4,110000001,0.0236923985352205
chr20,54000001,0.0236264729426395
chr6,130000001,0.0236041985550616
chr9,65000001,0.0235845316768039
chr9,125000001,0.0235717645740055
chr12,132000001,0.0235649008131865
chr2,223000001,0.0235563574773849
chr5,128000001,0.0235385758114804
chr8,118000001,0.02352718105754
chr4,13000001,0.0235160004032701
chr1,228000001,0.0235129099857054
chr1,228000001,0.0235129099857054
chr5,180000001,0.0234382673286724
chr20,42000001,0.0233721899101207
chr20,13000001,0.0233679896632869
chr6,99000001,0.0233476416367994
chr7,21000001,0.0233232074717975
chr16,28000001,0.0233227770680265
chr8,126000001,0.0233140581109704
chr4,156000001,0.0232896610681644
chr11,92000001,0.0232538169823589
chr4,37000001,0.0232346001705052
chr1,106000001,0.0232306441504889
chr1,106000001,0.0232306441504889
chr12,121000001,0.0232136309516025
chr10,86000001,0.0231966832043876
chr1,65000001,0.0231396695328124
chr1,65000001,0.0231396695328124
chr16,66000001,0.0231288503085128
chr8,14000001,0.023125745111749
chr3,136000001,0.0230952591979098
chr10,82000001,0.0230839238442134
chr5,80000001,0.0230379537104561
chr1,78000001,0.0229923087336751
chr1,78000001,0.0229923087336751
chr1,158000001,0.0229815355844339
chr1,158000001,0.0229815355844339
chr13,99000001,0.0229540060555972
chr15,2000001,0.0229388500790214
chr6,10000001,0.0229263787888168
chr11,126000001,0.0228761972102262
chr6,36000001,0.0228545834007622
chr18,40000001,0.0228340016253846
chr16,59000001,0.0227348753798307
chr16,2000001,0.0227229312665212
chr2,208000001,0.0226865722903526
chr2,192000001,0.022673919782011
chr2,71000001,0.0226677230043324
chr2,174000001,0.022663095271134
chr17,62000001,0.0226436929486914
chrX,117000001,0.022635371381356
chr6,47000001,0.0225848254473757
chr7,34000001,0.022581560559688
chr17,33000001,0.0225434131861975
chrX,85000001,0.0225425561548965
chr10,22000001,0.0225291315846115
chr21,44000001,0.0225139822386998
chr9,117000001,0.0224718339812487
chr5,114000001,0.0224408536800165
chr7,102000001,0.0224022214689342
chr13,50000001,0.0223681514180587
chr3,198000001,0.022341726740318
chr12,96000001,0.0223242249396246
chrX,20000001,0.0222845004661066
chr2,67000001,0.022246586877016
chr21,3000001,0.0222232086225886
chr21,4000001,0.0222232086225886
chr18,68000001,0.0222109231767978
chr7,41000001,0.022200338552017
chr4,30000001,0.0221763744981135
chr17,67000001,0.0221645888976645
chr7,88000001,0.0221388753369735
chr1,212000001,0.0221282965231753
chr1,212000001,0.0221282965231753
chr16,7000001,0.0220545342034651
chr2,23000001,0.0220390647029312
chr10,36000001,0.0220374042301916
chr8,102000001,0.0220149328175535
chr5,142000001,0.0219910389093182
chr5,146000001,0.0219849152612636
chr21,20000001,0.0219813264794706
chr4,107000001,0.0219798709156956
chr11,86000001,0.0219739361519887
chr13,24000001,0.021960796519772
chr4,112000001,0.0219589305638608
chr5,58000001,0.0219541566885892
chr7,160000001,0.0219333057293499
chr4,15000001,0.021931708927762
chr1,74000001,0.0219083853263226
chr1,74000001,0.0219083853263226
chr17,78000001,0.0218930173832304
chr16,37000001,0.0218598170278691
chr9,129000001,0.0218418165364264
chr7,117000001,0.0218373175125267
chr9,24000001,0.0218317856545509
chr2,229000001,0.0218241421933343
chr18,14000001,0.021812110228532
chr6,170000001,0.0217738719654496
chr19,11000001,0.0217591293996277
chr4,101000001,0.0217414688019717
chr2,72000001,0.0217256922346252
chrX,44000001,0.0217153060748612
chrX,113000001,0.0217147962003279
chr9,120000001,0.0217110776933706
chr12,55000001,0.0216865943240439
chr2,225000001,0.021686295112496
chr6,13000001,0.0216839860579493
chr3,62000001,0.021662106822138
chr13,18000001,0.0216538702791307
chr13,28000001,0.0216338132027729
chr1,230000001,0.021633256091687
chr1,230000001,0.021633256091687
chr15,34000001,0.021602840770852
chr9,127000001,0.0215888655790157
chr20,39000001,0.0215756629266291
chr14,45000001,0.0215744382519511
chrX,99000001,0.021520929820154
chr10,14000001,0.0215163800470022
chr14,70000001,0.021511227702031
chr9,119000001,0.0214829628496171
chr7,82000001,0.0214718220104066
chr8,24000001,0.0214393148785599
chr11,124000001,0.0213877605606829
chr5,71000001,0.021387451797344
chr5,124000001,0.0213762047617302
chr8,77000001,0.0213730419949212
chr4,29000001,0.0213321169843157
chr6,137000001,0.0212982793566376
chr1,15000001,0.0212946877065605
chr1,15000001,0.0212946877065605
chr9,91000001,0.0212743732800507
chr7,46000001,0.0212739537625372
chr10,89000001,0.0212502017039376
chr4,18000001,0.0212308151794662
chr1,93000001,0.021216507599768
chr1,93000001,0.021216507599768
chr10,13000001,0.0211850713411445
chrX,23000001,0.0211719109013584
chr13,91000001,0.0211715220082304
chr3,115000001,0.0211667804113566
chrX,7000001,0.021149546907394
chr16,24000001,0.0211414315305977
chr7,153000001,0.0211253566659421
chr18,42000001,0.0211222352999464
chr9,72000001,0.021033129483483
chr10,28000001,0.0210277574144088
chrX,17000001,0.0209829614780584
chr10,111000001,0.0209811412335446
chr7,33000001,0.0209748896968719
chr12,89000001,0.0209714680193108
chr5,119000001,0.0209218897423385
chr16,8000001,0.020837860435391
chr8,122000001,0.020835362428905
chr4,61000001,0.0207603990653613
chr14,32000001,0.0207390707752524
chr1,109000001,0.0207228554758846
chr1,109000001,0.0207228554758846
chr1,110000001,0.0207156906400798
chr1,110000001,0.0207156906400798
chrX,10000001,0.0207044275464069
chr2,40000001,0.020633463923278
chr9,20000001,0.0205920789571869
chr8,133000001,0.0205774028347807
chrX,89000001,0.0205619002849401
chr2,111000001,0.0205341849792025
chr19,46000001,0.0204990000453574
chr1,64000001,0.0204907130593323
chr1,64000001,0.0204907130593323
chr6,92000001,0.0204776897647425
chr4,114000001,0.0204523109881696
chr9,143000001,0.0204509197569249
chr4,21000001,0.0204444661783787
chr13,33000001,0.0204210251572391
chr3,61000001,0.0204015044327071
chr5,16000001,0.020384716616954
chr2,196000001,0.020369088933715
chr1,6000001,0.0202293208607778
chr1,6000001,0.0202293208607778
chr9,111000001,0.0202232351207105
chr12,99000001,0.0202178571902088
chr3,14000001,0.0202121646478632
chr1,99000001,0.0201950814082111
chr1,99000001,0.0201950814082111
chr3,54000001,0.0201631191903903
chr3,58000001,0.0201587975608054
chr15,45000001,0.0201546578740192
chr14,51000001,0.0200706671915893
chr5,91000001,0.0200459102878135
chr18,72000001,0.0200296862183713
chr1,108000001,0.0200254127914513
chr1,108000001,0.0200254127914513
chr15,37000001,0.020010151329516
chr17,32000001,0.0199879887033655
chr12,106000001,0.0199207706511873
chr3,22000001,0.0199111352116958
chr17,4000001,0.0199103822450269
chr3,45000001,0.0199056578127467
chr1,187000001,0.0198853018632179
chr1,187000001,0.0198853018632179
chr6,139000001,0.0198806813441743
chr16,36000001,0.0198765010259875
chr17,41000001,0.0198421068970689
chr10,55000001,0.0198414291102458
chr10,19000001,0.0198108878496936
chr7,17000001,0.0197907751219012
chr8,52000001,0.0197684570282537
chr2,52000001,0.019750409911058
chr12,105000001,0.019743383319145
chr2,44000001,0.0197301976457699
chr12,63000001,0.019725077945452
chr3,65000001,0.0197224725536604
chr4,78000001,0.0196877186923852
chr4,66000001,0.0196605600207793
chr5,177000001,0.0196188127666164
chr11,40000001,0.0195721957856788
chr7,109000001,0.0195718867019639
chr1,60000001,0.0195503445456558
chr1,60000001,0.0195503445456558
chr16,19000001,0.0195488997479966
chr11,22000001,0.0195420383950607
chr1,199000001,0.0195295637943049
chr1,199000001,0.0195295637943049
chr12,47000001,0.0195168278920222
chr1,213000001,0.0195027094699416
chr1,213000001,0.0195027094699416
chr3,31000001,0.0195001927352643
chr9,18000001,0.0194954318799881
chr17,36000001,0.0194819650808899
chr15,42000001,0.0194808345745524
chr12,25000001,0.0194732331249484
chr7,48000001,0.0194516279461682
chr4,171000001,0.0194482220186998
chr18,24000001,0.0194456028798166
chr5,26000001,0.0194219103835698
chr5,147000001,0.0194072228139966
chr5,17000001,0.0193993179672962
chr16,81000001,0.0193559629020461
chr14,60000001,0.0193504253393242
chr21,30000001,0.0193423300903279
chr4,174000001,0.0193380908058245
chr10,77000001,0.0193238524683845
chr11,99000001,0.0193219859893249
chr2,22000001,0.0193055481825068
chr17,17000001,0.0192753350525605
chr4,64000001,0.019270511755829
chr8,99000001,0.0192289905860706
chr1,31000001,0.0192144844499746
chr1,31000001,0.0192144844499746
chr2,51000001,0.0192090347364729
chr18,66000001,0.0191379766472143
chr15,3000001,0.0191086882553689
chr12,118000001,0.0190795173011694
chr2,154000001,0.0190787915805446
chr4,60000001,0.0190641122656971
chr7,7000001,0.0189829425427691
chr22,26000001,0.0189743418304683
chr4,178000001,0.0189644420243651
chr2,177000001,0.0189435647431708
chr8,108000001,0.0189372880788757
chr10,109000001,0.0189256539309608
chr11,111000001,0.0189111152219091
chr16,96000001,0.0188957338662668
chr21,41000001,0.0188462344760259
chr12,68000001,0.0187855394233716
chr6,159000001,0.0187704846920416
chr4,26000001,0.0187609073739027
chr15,64000001,0.0187543258757461
chr1,186000001,0.0187377917544995
chr1,186000001,0.0187377917544995
chr8,22000001,0.0187343563358767
chr15,4000001,0.0187124592023035
chrX,122000001,0.0187103282905224
chr10,61000001,0.0186732918931916
chr8,37000001,0.018616179342213
chr14,72000001,0.0186106369413428
chr5,23000001,0.0185968820877207
chr7,98000001,0.0185632775658066
chr4,77000001,0.018540983546884
chrX,115000001,0.0185112016103906
chr4,144000001,0.0185078054274162
chr3,172000001,0.0185038879049438
chr7,80000001,0.0185010357326005
chr8,40000001,0.0184989710758448
chr9,95000001,0.0184938001883963
chrX,90000001,0.0184887077629691
chr3,77000001,0.0184569923714183
chr18,60000001,0.0184193092949745
chr7,136000001,0.0184124068621235
chr6,94000001,0.0184104099210994
chr10,8000001,0.0184049121961681
chr9,100000001,0.0184016268440296
chr12,28000001,0.0183944520732598
chr4,87000001,0.0183685374470731
