chrom	start	end	AA_hotspots
chr10	82707480	82708502	1
chr10	82844139	82845232	1
chr10	82884881	82885891	1
chr10	82886972	82888373	1
chr10	83090988	83091877	1
chr10	83522284	83523811	1
chr10	83599160	83600981	1
chr10	83762688	83764464	1
chr10	83875356	83876824	1
chr10	83991924	83993309	1
chr10	84326085	84327482	1
chr10	84383321	84384902	1
chr10	84856959	84857759	1
chr10	84979824	84980658	1
chr10	85064156	85066032	1
chr10	85160431	85161716	1
chr10	85271358	85272735	1
chr10	85423481	85425081	1
chr10	85457650	85458962	1
chr10	85565399	85566750	1
chr10	85916166	85917508	1
chr10	85919629	85920443	1
chr10	86020646	86021917	1
chr10	86184928	86185736	1
chr10	86259319	86260150	1
chr10	86498097	86499582	1
chr10	86567951	86568791	1
chr10	86937734	86938876	1
chr10	87143709	87144536	1
chr10	87166027	87166926	1
chr10	87285336	87287120	1
chr10	87299704	87300807	1
chr10	87315157	87315987	1
chr10	87412054	87413247	1
chr10	87654636	87655465	1
chr10	87676364	87677896	1
chr10	87678704	87679824	1
chr10	87698419	87700052	1
chr10	87738216	87739453	1
chr10	87844818	87846710	1
chr10	87862081	87863316	1
chr10	87937222	87938986	1
chr10	87990740	87993171	1
chr10	88091376	88092479	1
chr10	88133660	88134546	1
chr10	88173441	88174504	1
chr10	88455158	88456564	1
chr10	88685798	88687007	1
chr10	88837525	88838637	1
chr10	89150178	89151004	1
chr10	89583402	89584636	1
chr10	89598771	89600128	1
chr10	89819494	89820331	1
chr10	89893868	89894804	1
chr10	89904805	89906297	1
chr10	90007705	90009031	1
chr10	90150717	90151573	1
chr10	90297166	90298134	1
chr10	90419768	90421172	1
chr10	90738304	90739676	1
chr10	90786682	90787885	1
chr10	90903364	90904984	1
chr10	90986680	90988151	1
chr10	91014862	91015719	1
chr10	91281432	91282528	1
chr10	91387788	91388875	1
chr10	91626118	91627688	1
chr10	91647968	91649343	1
chr10	91736964	91737860	1
chr10	91960283	91961243	1
chr10	92005255	92006439	1
chr10	92079260	92080730	1
chr10	92231756	92232623	1
chr10	92438752	92439552	1
chr10	92685859	92687520	1
chr10	92873107	92874556	1
chr10	92905500	92907554	1
chr10	93140854	93141788	1
chr10	93299302	93300488	1
chr10	93311624	93312463	1
chr10	93337077	93338543	1
chr10	93441507	93442921	1
chr10	93543524	93544418	1
chr10	93811633	93813524	1
chr10	94055786	94056586	1
chr10	94199582	94200787	1
chr10	94280682	94282124	1
chr10	94407241	94409627	1
chr10	94755859	94757183	1
chr10	94846454	94847399	1
chr10	95092302	95093115	1
chr10	95145310	95146606	1
chr10	95150866	95151705	1
chr10	95249517	95250509	1
chr10	95361808	95363135	1
chr10	95379804	95381122	1
chr10	95395379	95397112	1
chr10	95517058	95517972	1
chr10	95711763	95712766	1
chr10	95742133	95743116	1
chr10	95782129	95783755	1
chr10	95859172	95860312	1
chr10	95950300	95951709	1
chr10	95970694	95971751	1
chr10	96172128	96173244	1
chr10	96201694	96203380	1
chr10	96382064	96382894	1
chr10	97039696	97041779	1
chr10	97063889	97064960	1
chr10	97318674	97320622	1
chr10	97641021	97642220	1
chr10	97686413	97687626	1
chr10	97740200	97741985	1
chr10	97814699	97816072	1
chr10	97840411	97841281	1
chr10	97987876	97989545	1
chr10	98163215	98164449	1
chr10	98255538	98256338	1
chr10	98380837	98381677	1
chr10	98482790	98484281	1
chr10	98760212	98762189	1
chr10	98791785	98793198	1
chr10	98900810	98902211	1
chr10	98940374	98941339	1
chr10	98952372	98953453	1
chr10	99206104	99207363	1
chr10	99370419	99371291	1
chr10	99459745	99460958	1
chr10	99504148	99505324	1
chr10	99534592	99535438	1
chr10	99556575	99558008	1
chr10	99591375	99592573	1
chr10	99640578	99641616	1
chr10	99650600	99652559	1
chr10	99693964	99695205	1
chr10	100031123	100032158	1
chr10	100049071	100050424	1
chr10	100079847	100081622	1
chr10	100188913	100189838	1
chr10	100241579	100243145	1
chr10	100341844	100343145	1
chr10	100364991	100366381	1
chr10	100600366	100601275	1
chr10	100614547	100615601	1
chr10	100660113	100661122	1
chr10	100797737	100798817	1
chr10	100815544	100817028	1
chr10	100932025	100933455	1
chr10	101270095	101271830	1
chr10	101328489	101329908	1
chr10	101520855	101521658	1
chr10	101654173	101655086	1
chr10	101689378	101690727	1
chr10	102090717	102092312	1
chr10	102247633	102248708	1
chr10	102253513	102254313	1
chr10	102317589	102318606	1
chr10	102389327	102390928	1
chr10	102507529	102508826	1
chr10	102621063	102622227	1
chr10	102703573	102704499	1
chr10	102774395	102775549	1
chr10	102791718	102793014	1
chr10	102969319	102970158	1
chr10	103335843	103337547	1
chr10	103367023	103368498	1
chr10	103390199	103391598	1
chr10	103920780	103922428	1
chr10	104434497	104436088	1
chr10	104543602	104544440	1
chr10	104786836	104787742	1
chr10	104853585	104855345	1
chr10	105178106	105179223	1
chr10	105213352	105214398	1
chr10	105245216	105246599	1
chr10	105321891	105323154	1
chr10	105356641	105357501	1
chr10	105461974	105462953	1
chr10	105477582	105478853	1
chr10	105793218	105795550	1
chr10	105805071	105807151	1
chr10	105925645	105928275	1
chr10	106138216	106139778	1
chr10	106235247	106236387	1
chr10	106326106	106327437	1
chr10	106383850	106385122	1
chr10	107039139	107040488	1
chr10	107567527	107569006	1
chr10	107678865	107680285	1
chr10	107710651	107711990	1
chr10	107780303	107781254	1
chr10	107880576	107882154	1
chr10	107887852	107889647	1
chr10	107971948	107973355	1
chr10	107995445	107997548	1
chr10	108045571	108047249	1
chr10	108131052	108132339	1
chr10	108222017	108223095	1
chr10	108265754	108266975	1
chr10	108726055	108727556	1
chr10	108797771	108798708	1
chr10	108861866	108863768	1
chr10	108918595	108919704	1
chr10	109355160	109356660	1
chr10	109455615	109457779	1
chr10	109543933	109545170	1
chr10	109577338	109579730	1
chr10	109606373	109607941	1
chr10	109881048	109882734	1
chr10	109952794	109953977	1
chr10	110315457	110317472	1
chr10	110357196	110358256	1
chr10	110459563	110461099	1
chr10	110929227	110930684	1
chr10	110972008	110973010	1
chr10	111337408	111338511	1
chr10	111380803	111382116	1
chr10	111636981	111637906	1
chr10	111647068	111648376	1
chr10	111654395	111655294	1
chr10	111755885	111757103	1
chr10	111910417	111911995	1
chr10	111931200	111932180	1
chr10	112037826	112039370	1
chr10	112378405	112379706	1
chr10	112559848	112560748	1
chr10	112561925	112563691	1
chr10	112962171	112963285	1
chr10	113052606	113053898	1
chr10	113117228	113118510	1
chr10	113296990	113298321	1
chr10	113524586	113525387	1
chr10	113735576	113737015	1
chr10	113873427	113874309	1
chr10	113878992	113880424	1
chr10	113951244	113953014	1
chr10	113974245	113975427	1
chr10	113984241	113985041	1
chr10	114207249	114208571	1
chr10	114248473	114251681	1
chr10	114331172	114332549	1
chr10	114387048	114388628	1
chr10	114550696	114552243	1
chr10	114594588	114595941	1
chr10	114721081	114721967	1
chr10	114745086	114746312	1
chr10	114823521	114824597	1
chr10	114829754	114831408	1
chr10	114867529	114868488	1
chr10	114907098	114908623	1
chr10	114923856	114926994	1
chr10	115076304	115077464	1
chr10	115119564	115121306	1
chr10	115273310	115274620	1
chr10	115328032	115329399	1
chr10	115339338	115340587	1
chr10	115545877	115547374	1
chr10	115589359	115590720	1
chr10	115679253	115680184	1
chr10	115687856	115688656	1
chr10	115703458	115705127	1
chr10	115746619	115747801	1
chr10	115898982	115900513	1
chr10	115929871	115931083	1
chr10	116039306	116041071	1
chr10	116109077	116110152	1
chr10	116143206	116145155	1
chr10	116192949	116194261	1
chr10	116227329	116228983	1
chr10	116276916	116278291	1
chr10	116361382	116362760	1
chr10	116563105	116564559	1
chr10	116568265	116569290	1
chr10	116841672	116842886	1
chr10	117688596	117689478	1
chr10	117725132	117726784	1
chr10	117844360	117845786	1
chr10	117855583	117857208	1
chr10	117916248	117917246	1
chr10	117957121	117958830	1
chr10	118106801	118108318	1
chr10	118350445	118351930	1
chr10	118417779	118418987	1
chr10	118445273	118446475	1
chr10	118565428	118566528	1
chr10	118777263	118778718	1
chr10	118897609	118899321	1
chr10	118920028	118921250	1
chr10	118948619	118949877	1
chr10	119019001	119020568	1
chr10	119169175	119171023	1
chr10	119177127	119178063	1
chr10	119214242	119215364	1
chr10	119262665	119263673	1
chr10	119348085	119349908	1
chr10	119420746	119421897	1
chr10	119491884	119493647	1
chr10	119521869	119524796	1
chr10	119603833	119605764	1
chr10	119612076	119614825	1
chr10	119646467	119647769	1
chr10	119712569	119714076	1
chr10	119714309	119715436	1
chr10	119874764	119875801	1
chr10	119900003	119901212	1
chr10	119975950	119977066	1
chr10	119994297	119996065	1
chr10	120070287	120072637	1
chr10	120105050	120105887	1
chr10	120418308	120419659	1
chr10	120482789	120483962	1
chr10	120520031	120521438	1
chr10	120591091	120592456	1
chr10	120724325	120725755	1
chr10	120778992	120780153	1
chr10	121054832	121055912	1
chr10	121105120	121106196	1
chr10	121143110	121144206	1
chr10	121153943	121155478	1
chr10	121412461	121414088	1
chr10	121428171	121429813	1
chr10	121434761	121435936	1
chr10	121545392	121546540	1
chr10	121578087	121580027	1
chr10	121711865	121714395	1
chr10	121824588	121825388	1
chr10	121875196	121877517	1
chr10	121902821	121903922	1
chr10	122037052	122038364	1
chr10	122121439	122122996	1
chr10	122293562	122294896	1
chr10	122364253	122366082	1
chr10	122369308	122370227	1
chr10	122381375	122382264	1
chr10	122406813	122408349	1
chr10	122482765	122484084	1
chr10	122722969	122724099	1
chr10	122748935	122750302	1
chr10	122805393	122806544	1
chr10	122887217	122888769	1
chr10	123089712	123090693	1
chr10	123099054	123099858	1
chr10	123136234	123137356	1
chr10	123155333	123156612	1
chr10	123229158	123230640	1
chr10	123462740	123463950	1
chr10	123479401	123480211	1
chr10	123504459	123505982	1
chr10	123524139	123525504	1
chr10	123534655	123536787	1
chr10	123562734	123564461	1
chr10	123576381	123577460	1
chr10	123732309	123733441	1
chr10	123854977	123856576	1
chr10	123900550	123902501	1
chr10	123937001	123938517	1
chr10	124009368	124010369	1
chr10	124014676	124015957	1
chr10	124063334	124064479	1
chr10	124201778	124203424	1
chr10	124299243	124300358	1
chr10	124384251	124385925	1
chr10	124528553	124530242	1
chr10	124682356	124683677	1
chr10	124748308	124749308	1
chr10	124877315	124878389	1
chr10	124904040	124905520	1
chr10	124925196	124926507	1
chr10	124932184	124933402	1
chr10	124952337	124954807	1
chr10	124983352	124984789	1
chr10	125014812	125015735	1
chr10	125177939	125179315	1
chr10	125215151	125216110	1
chr10	125258246	125259933	1
chr10	125274285	125276726	1
chr10	125278999	125280767	1
chr10	125317732	125318884	1
chr10	125328819	125330258	1
chr10	125536022	125537946	1
chr10	125560199	125561483	1
chr10	125622222	125623654	1
chr10	125656127	125657026	1
chr10	125677480	125679275	1
chr10	125682688	125683923	1
chr10	125696164	125697573	1
chr10	125721593	125722693	1
chr10	125796749	125798283	1
chr10	125868195	125869468	1
chr10	125955338	125956873	1
chr10	126055586	126056703	1
chr10	126057676	126058792	1
chr10	126139609	126140962	1
chr10	126142300	126144191	1
chr10	126155464	126156857	1
chr10	126171647	126173613	1
chr10	126182094	126184043	1
chr10	126186771	126188070	1
chr10	126195079	126197224	1
chr10	126234572	126236403	1
chr10	126300312	126301399	1
chr10	126307853	126308733	1
chr10	126314061	126315677	1
chr10	126383145	126384533	1
chr10	126419563	126421148	1
chr10	126568404	126569629	1
chr10	126580370	126581202	1
chr10	126680072	126682363	1
chr10	126688054	126689187	1
chr10	126738558	126740753	1
chr10	126750314	126752306	1
chr10	126761047	126762912	1
chr10	126773092	126774554	1
chr10	126812133	126813659	1
chr10	126839647	126840745	1
chr10	126879923	126881214	1
chr10	126899488	126900848	1
chr10	127194520	127195735	1
chr10	127213721	127214872	1
chr10	127288521	127289825	1
chr10	127377320	127380479	1
chr10	127484512	127485582	1
chr10	127659814	127660977	1
chr10	127661693	127662687	1
chr10	127729339	127730531	1
chr10	127825873	127827126	1
chr10	127854843	127856179	1
chr10	127889746	127891376	1
chr10	127896518	127897509	1
chr10	127955989	127956831	1
chr10	127998779	127999890	1
chr10	128003034	128004042	1
chr10	128009993	128011071	1
chr10	128076292	128077428	1
chr10	128094145	128096383	1
chr10	128118349	128119370	1
chr10	128125518	128126510	1
chr10	128143135	128145989	1
chr10	128191540	128192977	1
chr10	128198283	128199263	1
chr10	128226175	128227305	1
chr10	128232662	128234415	1
chr10	128273628	128274435	1
chr10	128274942	128275944	1
chr10	128330517	128332192	1
chr10	128338713	128340268	1
chr10	128372758	128375213	1
chr10	128393045	128394315	1
chr10	128405725	128406772	1
chr10	128411919	128413428	1
chr10	128437658	128439186	1
chr10	128443842	128445773	1
chr10	128462369	128464027	1
chr10	128580930	128582224	1
chr10	128603691	128604582	1
chr10	128606734	128608740	1
chr10	128794862	128796845	1
chr10	128873928	128875178	1
chr10	129011986	129013759	1
chr10	129041436	129042516	1
chr10	129134659	129135794	1
chr10	129139607	129140808	1
chr10	129147953	129149201	1
chr10	129158848	129161057	1
chr10	129198418	129200187	1
chr10	129205330	129206565	1
chr10	129226637	129228118	1
chr10	129247384	129249563	1
chr10	129306289	129307262	1
chr10	129320042	129320992	1
chr10	129336318	129337588	1
chr10	129403827	129405544	1
chr10	129437693	129439571	1
chr10	129645240	129647843	1
chr10	129670669	129671924	1
chr10	129681147	129682924	1
chr10	129749752	129751245	1
chr10	129767067	129768887	1
chr10	129806031	129806988	1
chr10	130063680	130065080	1
chr10	130105540	130106621	1
chr10	130204741	130206511	1
chr10	130220754	130221694	1
chr10	130283150	130284511	1
chr10	130295477	130296753	1
chr10	130308975	130310758	1
chr10	130317232	130318425	1
chr10	130346912	130348427	1
chr10	130397260	130398804	1
chr10	130418802	130419855	1
chr10	130454022	130455940	1
chr10	130479765	130482147	1
chr10	130490649	130491631	1
chr10	130499511	130500812	1
chr10	130573407	130575320	1
chr10	130583236	130585063	1
chr10	130634339	130636687	1
chr10	130668998	130670861	1
chr10	130690424	130692115	1
chr10	130764319	130766486	1
chr10	130776585	130777616	1
chr10	130842312	130845446	1
chr10	131003377	131004728	1
chr10	131033867	131035777	1
chr10	131053081	131055358	1
chr10	131076183	131079120	1
chr10	131097471	131098643	1
chr10	131148293	131149681	1
chr10	131194192	131195589	1
chr10	131210241	131211703	1
chr10	131244868	131246782	1
chr10	131274880	131275731	1
chr10	131277478	131278927	1
chr10	131362290	131363352	1
chr10	131393677	131395151	1
chr10	131402317	131403522	1
chr10	131455255	131456409	1
chr10	131466002	131468272	1
chr10	131489313	131490555	1
chr10	131504087	131505982	1
chr10	131513401	131515780	1
chr10	131537922	131539450	1
chr10	131580305	131582236	1
chr10	131598079	131601116	1
chr10	131629947	131631878	1
chr10	131634799	131636559	1
chr10	131647343	131649745	1
chr10	131662687	131664986	1
chr10	131681858	131682660	1
chr10	131683043	131684758	1
chr10	131693965	131696093	1
chr10	131699551	131700804	1
chr10	131739920	131742403	1
chr10	131742816	131744167	1
chr10	131812474	131813770	1
chr10	131814950	131816523	1
chr10	131833399	131834261	1
chr10	131845103	131846477	1
chr10	131858619	131859426	1
chr10	131918036	131919359	1
chr10	131926966	131929071	1
chr10	131988829	131990393	1
chr10	131993423	131994406	1
chr10	131997258	131999387	1
chr10	132003499	132004660	1
chr10	132011413	132013224	1
chr10	132046123	132047689	1
chr10	132048044	132049939	1
chr10	132062706	132063855	1
chr10	132121071	132122257	1
chr10	132148400	132149442	1
chr10	132152158	132153875	1
chr10	132159840	132160666	1
chr10	132169164	132170524	1
chr10	132193895	132197267	1
chr10	132205549	132206803	1
chr10	132252848	132254816	1
chr10	132278790	132280105	1
chr10	132297927	132299373	1
chr10	132364931	132366447	1
chr10	132418600	132419568	1
chr10	132540012	132542016	1
chr10	132576584	132577867	1
chr10	132585199	132587789	1
chr10	132595119	132596212	1
chr10	132598847	132600431	1
chr10	132633949	132634832	1
chr10	132662159	132663154	1
chr10	132674576	132676005	1
chr10	132688388	132691050	1
chr10	132695928	132696949	1
chr10	132719300	132720689	1
chr10	132778482	132779296	1
chr10	132810637	132811894	1
chr10	132850803	132851706	1
chr10	132854640	132855832	1
chr10	132890645	132892654	1
chr10	132906781	132907773	1
chr10	132913427	132915393	1
chr10	132927928	132928873	1
chr10	132956713	132958394	1
chr10	132967022	132968488	1
chr10	132979550	132981123	1
chr10	132982741	132983736	1
chr10	132999024	133001144	1
chr10	133004272	133005976	1
chr10	133021002	133022318	1
chr10	133047169	133049279	1
chr10	133115611	133117412	1
chr10	133142825	133145845	1
chr10	133199605	133201702	1
chr10	133218036	133219007	1
chr10	133251542	133252433	1
chr10	133325234	133326254	1
chr10	133355790	133358855	1
chr10	133445233	133446634	1
chr10	133463726	133465122	1
chr10	133527776	133528916	1
chr10	133559091	133560985	1
chr10	133643013	133644057	1
chr10	133648843	133649963	1
chr10	133791827	133793110	1
chr10	133838888	133840520	1
chr10	133840635	133841904	1
chr10	133862472	133863712	1
chr10	133938190	133939345	1
chr10	133955387	133956860	1
chr10	133958412	133959957	1
chr10	133966088	133967288	1
chr10	134003108	134003946	1
chr10	134015883	134017720	1
chr10	134037125	134039639	1
chr10	134040428	134041666	1
chr10	134052748	134054575	1
chr10	134055529	134056329	1
chr10	134067784	134068981	1
chr10	134079599	134080945	1
chr10	134108842	134111182	1
chr10	134115108	134116700	1
chr10	134140169	134141344	1
chr10	134171347	134173800	1
chr10	134177068	134178950	1
chr10	134211728	134213477	1
chr10	134221635	134222576	1
chr10	134227596	134228973	1
chr10	134229996	134231197	1
chr10	134231358	134232158	1
chr10	134253223	134254939	1
chr10	134278680	134280145	1
chr10	134287398	134288343	1
chr10	134304529	134305658	1
chr10	134335183	134337869	1
chr10	134360238	134361415	1
chr10	134370828	134372075	1
chr10	134459122	134460255	1
chr10	134465872	134466860	1
chr10	134489611	134490792	1
chr10	134491117	134492137	1
chr10	134520829	134522975	1
chr10	134542702	134544765	1
chr10	134584484	134587217	1
chr10	134588029	134589502	1
chr10	134601273	134604286	1
chr10	134605902	134610372	1
chr10	134617793	134619940	1
chr10	134625072	134626632	1
chr10	134627504	134629660	1
chr10	134645057	134646962	1
chr10	134648416	134649949	1
chr10	134663897	134665217	1
chr10	134693226	134694920	1
chr10	134720992	134724048	1
chr10	134726237	134727856	1
chr10	134729040	134730686	1
chr10	134751772	134752629	1
chr10	134779874	134781292	1
chr10	134785185	134786665	1
chr10	134798465	134800403	1
chr10	134807390	134808884	1
chr10	134830645	134833035	1
chr10	134837748	134839185	1
chr10	134847259	134848399	1
chr10	134861783	134863763	1
chr10	134864365	134865945	1
chr10	134873099	134876551	1
chr10	134894552	134897025	1
chr10	134902130	134903125	1
chr10	134913921	134915613	1
chr10	134924077	134925879	1
chr10	134928789	134930577	1
chr10	134935675	134937884	1
chr10	134953393	134955248	1
chr10	134979373	134980242	1
chr10	134982278	134984140	1
chr10	135010178	135011284	1
chr10	135032209	135033225	1
chr10	135049159	135049985	1
chr10	135050811	135053124	1
chr10	135058023	135061357	1
chr10	135062379	135063846	1
chr10	135069776	135071039	1
chr10	135080257	135081485	1
chr10	135083664	135084671	1
chr10	135103474	135106989	1
chr10	135125718	135127033	1
chr10	135175567	135176773	1
chr10	135201209	135202020	1
chr10	135202765	135204682	1
chr10	135207614	135209621	1
chr10	135214834	135215674	1
chr10	135231181	135232225	1
chr10	135268378	135271196	1
chr10	135286393	135288902	1
chr10	135290424	135296337	1
chr10	135423003	135424529	1
chr10	135434912	135437096	1
chr10	135440475	135441865	1
chr10	135450452	135451662	1
chr10	135453499	135455307	1
chr10	135469880	135472132	1
chr10	135517658	135518779	1
chr11	101140	102830	1
chr11	106414	107323	1
chr11	200318	202386	1
chr11	222749	224037	1
chr11	246731	249127	1
chr11	283613	285700	1
chr11	291975	293324	1
chr11	298472	300403	1
chr11	300843	302667	1
chr11	316210	317741	1
chr11	323432	324551	1
chr11	335256	337213	1
chr11	342513	343993	1
chr11	350840	352611	1
chr11	367915	369680	1
chr11	372954	376141	1
chr11	381585	382917	1
chr11	398904	400131	1
chr11	412778	413879	1
chr11	427541	428578	1
chr11	451792	453536	1
chr11	464800	466404	1
chr11	491679	493501	1
chr11	499148	500871	1
chr11	538221	539458	1
chr11	545583	546501	1
chr11	554706	555624	1
chr11	609139	610587	1
chr11	625286	627027	1
chr11	635686	637662	1
chr11	639369	640825	1
chr11	641224	643644	1
chr11	700479	702165	1
chr11	702691	704131	1
chr11	709086	711506	1
chr11	719955	721796	1
chr11	727983	729638	1
chr11	737268	738068	1
chr11	762005	763704	1
chr11	764802	766235	1
chr11	779239	780580	1
chr11	794777	795648	1
chr11	796515	797430	1
chr11	799625	801221	1
chr11	815803	816603	1
chr11	826933	828958	1
chr11	834104	835722	1
chr11	843202	844559	1
chr11	851126	852708	1
chr11	861922	864160	1
chr11	869144	870692	1
chr11	882320	883478	1
chr11	890055	891901	1
chr11	900120	901453	1
chr11	905898	907502	1
chr11	912652	913653	1
chr11	923502	924600	1
chr11	983017	984380	1
chr11	992728	994907	1
chr11	997443	998852	1
chr11	1000464	1001446	1
chr11	1052667	1054231	1
chr11	1058744	1060756	1
chr11	1069861	1071816	1
chr11	1085447	1086719	1
chr11	1089602	1091552	1
chr11	1096623	1098072	1
chr11	1153403	1154691	1
chr11	1226417	1227571	1
chr11	1229273	1230790	1
chr11	1241411	1243649	1
chr11	1308279	1310532	1
chr11	1364122	1365320	1
chr11	1416307	1418609	1
chr11	1443824	1445578	1
chr11	1470426	1472905	1
chr11	1474670	1476123	1
chr11	1479615	1481593	1
chr11	1488440	1490852	1
chr11	1493307	1494570	1
chr11	1525772	1526977	1
chr11	1544825	1546042	1
chr11	1690422	1692444	1
chr11	1710597	1711397	1
chr11	1717052	1718466	1
chr11	1726643	1727636	1
chr11	1743857	1745483	1
chr11	1774619	1776724	1
chr11	1801002	1802792	1
chr11	1855799	1857209	1
chr11	1864934	1866392	1
chr11	1867257	1868922	1
chr11	1870369	1872227	1
chr11	1901122	1902270	1
chr11	1934621	1935873	1
chr11	1967773	1968716	1
chr11	1974644	1976827	1
chr11	2017183	2018281	1
chr11	2042023	2044219	1
chr11	2047471	2050768	1
chr11	2052666	2053542	1
chr11	2119613	2120623	1
chr11	2150804	2151893	1
chr11	2157914	2159219	1
chr11	2192522	2193827	1
chr11	2215907	2217207	1
chr11	2234688	2235631	1
chr11	2305144	2306948	1
chr11	2314374	2315211	1
chr11	2326747	2328732	1
chr11	2336385	2337585	1
chr11	2390139	2391524	1
chr11	2404019	2404855	1
chr11	2419615	2420675	1
chr11	2425838	2427709	1
chr11	2429649	2432250	1
chr11	2468413	2470170	1
chr11	2474943	2476692	1
chr11	2477755	2478562	1
chr11	2479529	2480329	1
chr11	2547410	2548797	1
chr11	2553454	2554798	1
chr11	2578627	2580310	1
chr11	2583890	2585453	1
chr11	2597989	2599746	1
chr11	2608559	2609700	1
chr11	2622691	2623922	1
chr11	2642095	2643746	1
chr11	2682432	2684443	1
chr11	2686592	2689764	1
chr11	2738098	2740338	1
chr11	2763166	2764620	1
chr11	2818715	2820841	1
chr11	2858184	2860197	1
chr11	2937667	2938845	1
chr11	2944482	2946300	1
chr11	2963533	2964716	1
chr11	3106944	3109058	1
chr11	3132918	3134702	1
chr11	3167520	3168972	1
chr11	3212233	3214473	1
chr11	3248976	3250060	1
chr11	3273605	3274902	1
chr11	3294961	3296049	1
chr11	3319481	3320718	1
chr11	3341059	3341859	1
chr11	3663083	3665566	1
chr11	3698012	3699267	1
chr11	3726761	3728045	1
chr11	3820626	3821487	1
chr11	3846367	3847868	1
chr11	3849461	3850905	1
chr11	3861377	3862300	1
chr11	3881442	3882995	1
chr11	3883314	3884404	1
chr11	3890940	3892438	1
chr11	3924584	3927456	1
chr11	4111745	4112868	1
chr11	4170925	4172404	1
chr11	4239119	4239973	1
chr11	4272788	4273712	1
chr11	4335052	4335852	1
chr11	4454764	4456001	1
chr11	4465918	4466859	1
chr11	4587103	4588258	1
chr11	4707294	4708813	1
chr11	4786162	4788258	1
chr11	4861015	4862337	1
chr11	4946418	4947869	1
chr11	5011872	5013738	1
chr11	5095744	5096638	1
chr11	5213541	5215041	1
chr11	5248112	5250064	1
chr11	5291221	5292195	1
chr11	5325444	5327073	1
chr11	5470580	5471877	1
chr11	5529294	5530722	1
chr11	5545675	5546993	1
chr11	5584682	5586206	1
chr11	5609522	5610697	1
chr11	5617091	5618245	1
chr11	5690976	5691849	1
chr11	5718596	5720908	1
chr11	5771297	5772972	1
chr11	5850825	5852334	1
chr11	5917904	5919022	1
chr11	6011689	6013582	1
chr11	6083253	6084455	1
chr11	6180753	6182529	1
chr11	6237632	6240205	1
chr11	6280506	6281664	1
chr11	6291643	6293665	1
chr11	6312738	6314136	1
chr11	6319790	6321247	1
chr11	6323723	6325767	1
chr11	6363012	6363812	1
chr11	6384415	6385215	1
chr11	6410582	6411432	1
chr11	6426619	6427998	1
chr11	6433097	6435558	1
chr11	6468878	6470241	1
chr11	6474383	6476696	1
chr11	6532521	6534097	1
chr11	6553192	6554545	1
chr11	6555498	6556551	1
chr11	6571961	6573591	1
chr11	6577311	6578631	1
chr11	6591109	6593100	1
chr11	6613277	6614099	1
chr11	6622464	6624322	1
chr11	6668511	6669467	1
chr11	6729605	6731363	1
chr11	6756153	6757262	1
chr11	6796277	6797799	1
chr11	6884885	6887034	1
chr11	6917447	6919549	1
chr11	6963336	6964789	1
chr11	6997862	6998745	1
chr11	6999579	7000933	1
chr11	7015554	7017194	1
chr11	7124065	7125275	1
chr11	7191590	7192744	1
chr11	7218603	7219602	1
chr11	7270777	7272243	1
chr11	7364705	7365919	1
chr11	7435474	7437153	1
chr11	7460890	7462113	1
chr11	7562019	7564267	1
chr11	7598035	7599388	1
chr11	7617782	7620169	1
chr11	7636708	7638972	1
chr11	7714227	7716284	1
chr11	7909521	7910872	1
chr11	7921196	7923066	1
chr11	8028840	8031763	1
chr11	8060181	8061473	1
chr11	8114579	8115861	1
chr11	8120989	8123346	1
chr11	8230295	8231239	1
chr11	8255936	8257184	1
chr11	8301889	8302897	1
chr11	8330832	8331916	1
chr11	8332633	8334393	1
chr11	8343251	8344995	1
chr11	8384718	8385540	1
chr11	8399058	8400313	1
chr11	8454355	8456018	1
chr11	8567503	8568654	1
chr11	8698003	8700368	1
chr11	8721264	8723633	1
chr11	8737150	8738476	1
chr11	8738606	8741472	1
chr11	8825001	8826492	1
chr11	9085708	9087071	1
chr11	9111489	9112456	1
chr11	9116186	9116986	1
chr11	9230446	9231325	1
chr11	9553451	9554487	1
chr11	9714813	9715841	1
chr11	9749919	9751384	1
chr11	9825045	9828346	1
chr11	9872140	9874212	1
chr11	9903232	9905114	1
chr11	9937728	9939539	1
chr11	9958648	9961634	1
chr11	9981057	9981961	1
chr11	10003890	10005548	1
chr11	10021944	10022832	1
chr11	10061329	10063144	1
chr11	10182646	10183764	1
chr11	10370568	10372865	1
chr11	10387608	10388854	1
chr11	10426775	10427933	1
chr11	10518112	10520000	1
chr11	10531032	10531953	1
chr11	10654271	10655286	1
chr11	10701277	10703175	1
chr11	10756485	10757703	1
chr11	10794785	10796491	1
chr11	10953771	10955344	1
chr11	10961653	10962973	1
chr11	11115217	11116584	1
chr11	11118908	11120215	1
chr11	11230606	11231829	1
chr11	11316450	11317816	1
chr11	11328871	11330218	1
chr11	11362219	11364293	1
chr11	11394904	11395894	1
chr11	11405841	11407636	1
chr11	11559149	11560429	1
chr11	11625699	11627040	1
chr11	11632914	11634070	1
chr11	11656253	11657627	1
chr11	11690025	11691087	1
chr11	12009416	12011269	1
chr11	12075595	12077092	1
chr11	12078038	12079693	1
chr11	12121602	12122851	1
chr11	12139188	12140764	1
chr11	12260028	12260960	1
chr11	12284240	12285609	1
chr11	12289815	12290961	1
chr11	12295723	12296940	1
chr11	12411776	12412718	1
chr11	12423334	12424713	1
chr11	12470060	12471598	1
