chrom	start	end	AB2_hotspots
chr14	70285513	70287177	1
chr14	71173450	71175253	1
chr14	72165683	72168461	1
chr14	73045576	73047494	1
chr14	73168224	73169923	1
chr14	74249795	74251493	1
chr14	74663518	74665835	1
chr14	76367766	76369388	1
chr14	76511203	76513038	1
chr14	77745606	77747720	1
chr14	79660653	79661459	1
chr14	80185893	80187532	1
chr14	80998804	81000698	1
chr14	82288993	82290594	1
chr14	82524237	82525968	1
chr14	87502114	87503899	1
chr14	88414716	88416765	1
chr14	88933809	88935647	1
chr14	89746431	89748100	1
chr14	91073024	91075027	1
chr14	91185544	91187712	1
chr14	91682927	91684495	1
chr14	91796020	91797818	1
chr14	92244107	92245208	1
chr14	93049771	93051523	1
chr14	93067105	93068571	1
chr14	93382453	93384041	1
chr14	93406879	93409653	1
chr14	93460120	93461938	1
chr14	93696846	93698707	1
chr14	94339019	94340642	1
chr14	94395411	94396993	1
chr14	94421445	94423465	1
chr14	94893033	94894591	1
chr14	95538583	95540187	1
chr14	95946243	95948477	1
chr14	96561965	96563391	1
chr14	96669922	96672069	1
chr14	96751019	96753218	1
chr14	96860832	96862798	1
chr14	96871778	96873314	1
chr14	97173710	97176613	1
chr14	97322849	97325403	1
chr14	97638670	97640560	1
chr14	98153082	98154778	1
chr14	98226652	98228911	1
chr14	98264980	98267579	1
chr14	98988570	98990847	1
chr14	99082981	99084560	1
chr14	99598774	99602823	1
chr14	99775026	99776505	1
chr14	99863053	99864372	1
chr14	100037753	100040044	1
chr14	100053346	100054796	1
chr14	100273443	100275510	1
chr14	100421317	100422859	1
chr14	100568581	100570937	1
chr14	100608946	100611407	1
chr14	100848536	100849417	1
chr14	101092320	101093550	1
chr14	101355979	101357777	1
chr14	101532670	101535528	1
chr14	101553419	101555326	1
chr14	101566438	101567795	1
chr14	101649189	101652248	1
chr14	101720542	101722278	1
chr14	101799022	101800728	1
chr14	101878626	101880758	1
chr14	102683846	102685723	1
chr14	102803112	102805224	1
chr14	103156445	103158860	1
chr14	103217825	103219625	1
chr14	103289702	103291942	1
chr14	103388081	103390555	1
chr14	103396291	103398167	1
chr14	103411994	103413489	1
chr14	103439210	103441046	1
chr14	103556772	103558421	1
chr14	103682444	103683907	1
chr14	104006807	104008518	1
chr14	104187023	104188642	1
chr14	104200199	104202242	1
chr14	104334395	104336069	1
chr14	104622342	104624506	1
chr14	104631120	104633519	1
chr14	104640040	104640852	1
chr14	104643353	104646878	1
chr14	104686570	104689086	1
chr14	104702249	104703904	1
chr14	104757707	104759906	1
chr14	104766448	104768248	1
chr14	104848908	104850803	1
chr14	104990993	104992574	1
chr14	105001012	105002887	1
chr14	105148331	105150480	1
chr14	105243264	105245047	1
chr14	105246696	105248919	1
chr14	105277474	105279354	1
chr14	105345336	105346851	1
chr14	105680192	105681747	1
chr14	105693973	105698819	1
chr14	105770170	105772334	1
chr14	105867619	105870048	1
chr14	105928903	105933193	1
chr14	105958631	105961258	1
chr14	105961668	105966693	1
chr14	106240119	106241610	1
chr14	106305039	106308998	1
chr14	106345585	106347883	1
chr14	106486565	106488694	1
chr14	106749748	106750950	1
chr14	106810151	106811804	1
chr14	107122252	107123633	1
chr14	107228753	107231806	1
chr15	20734850	20735885	1
chr15	20852478	20853288	1
chr15	20965816	20968493	1
chr15	21097649	21098528	1
chr15	21160560	21161669	1
chr15	21203554	21204687	1
chr15	21312972	21314225	1
chr15	21909469	21910988	1
chr15	21921397	21922222	1
chr15	22078802	22079815	1
chr15	22088901	22089714	1
chr15	22528646	22531149	1
chr15	22575464	22577768	1
chr15	22882887	22885101	1
chr15	22946180	22948363	1
chr15	22967805	22969879	1
chr15	23037358	23039357	1
chr15	23287581	23289584	1
chr15	23752429	23753738	1
chr15	24042133	24044530	1
chr15	24095816	24097708	1
chr15	24193649	24195425	1
chr15	24232282	24234350	1
chr15	25107302	25109936	1
chr15	25117597	25119047	1
chr15	25173364	25175522	1
chr15	25363308	25365589	1
chr15	26185444	26187659	1
chr15	26423065	26424394	1
chr15	27049027	27050747	1
chr15	27114820	27116252	1
chr15	27155796	27157448	1
chr15	27220774	27223148	1
chr15	27424008	27426063	1
chr15	27480483	27482371	1
chr15	27564218	27565562	1
chr15	27735217	27737077	1
chr15	28187032	28188440	1
chr15	28266065	28267910	1
chr15	28660699	28662541	1
chr15	28665978	28666795	1
chr15	28740115	28741605	1
chr15	28922837	28925365	1
chr15	29337650	29339811	1
chr15	29398672	29400498	1
chr15	29420845	29423045	1
chr15	29426326	29428574	1
chr15	29462213	29464093	1
chr15	29731251	29732770	1
chr15	30049487	30050421	1
chr15	31109921	31111748	1
chr15	31245726	31248575	1
chr15	31590229	31592237	1
chr15	31839285	31841089	1
chr15	32440537	32443849	1
chr15	33130380	33132155	1
chr15	33190508	33192544	1
chr15	33257316	33259280	1
chr15	33308070	33309889	1
chr15	34013977	34015698	1
chr15	34413427	34415247	1
chr15	34544765	34547071	1
chr15	35149980	35151732	1
chr15	36037638	36040186	1
chr15	36425496	36427209	1
chr15	37579210	37580485	1
chr15	38815488	38817793	1
chr15	39111735	39113695	1
chr15	39158350	39160931	1
chr15	40518466	40520670	1
chr15	40533811	40535716	1
chr15	40539581	40542041	1
chr15	40602458	40604614	1
chr15	40730211	40731751	1
chr15	41210312	41212210	1
chr15	41796698	41798836	1
chr15	42142437	42143869	1
chr15	42146812	42148333	1
chr15	42331640	42333406	1
chr15	42436789	42438245	1
chr15	43020652	43023040	1
chr15	43700848	43703403	1
chr15	44189119	44191415	1
chr15	45093856	45096483	1
chr15	45353566	45355597	1
chr15	46132403	46134456	1
chr15	46618234	46620476	1
chr15	47486983	47489118	1
chr15	48388607	48389975	1
chr15	48518805	48520911	1
chr15	48989552	48991358	1
chr15	49078173	49079931	1
chr15	51675245	51677094	1
chr15	52514114	52515807	1
chr15	54507259	54509127	1
chr15	56785926	56787537	1
chr15	57643021	57645073	1
chr15	59605914	59607521	1
chr15	60137564	60139423	1
chr15	61134411	61136028	1
chr15	61199868	61201479	1
chr15	62872140	62873921	1
chr15	63048742	63050586	1
chr15	63214592	63216446	1
chr15	65693899	65695739	1
chr15	66241684	66242715	1
chr15	66447248	66448905	1
chr15	67041502	67043238	1
chr15	69379268	69381500	1
chr15	69958878	69960608	1
chr15	70071970	70073927	1
chr15	70315534	70316866	1
chr15	71528763	71530133	1
chr15	71741643	71743113	1
chr15	71921162	71922885	1
chr15	73627149	73629608	1
chr15	74215910	74217411	1
chr15	74243395	74244959	1
chr15	74380889	74381716	1
chr15	74547829	74549704	1
chr15	74587202	74588623	1
chr15	74708534	74710840	1
chr15	76000257	76001078	1
chr15	77329127	77331161	1
chr15	77993398	77995136	1
chr15	78514985	78516764	1
chr15	78710021	78712102	1
chr15	79216134	79217564	1
chr15	79505084	79506681	1
chr15	83976517	83978654	1
chr15	85515490	85516990	1
chr15	86341127	86342572	1
chr15	86386347	86388106	1
chr15	87460035	87462423	1
chr15	87694215	87696769	1
chr15	87703470	87705634	1
chr15	88049625	88051086	1
chr15	88824966	88826596	1
chr15	88913521	88914910	1
chr15	89368233	89369945	1
chr15	90209461	90211517	1
chr15	90350651	90352118	1
chr15	90767294	90768458	1
chr15	91284734	91286377	1
chr15	91443095	91445098	1
chr15	92011670	92013061	1
chr15	92089708	92091932	1
chr15	92323482	92325320	1
chr15	93172090	93174079	1
chr15	93552314	93554366	1
chr15	93562100	93564916	1
chr15	93605741	93607083	1
chr15	94507837	94510164	1
chr15	94623168	94625261	1
chr15	94768203	94770183	1
chr15	94925658	94927781	1
chr15	95204247	95206244	1
chr15	95576958	95579012	1
chr15	96090438	96092299	1
chr15	96188192	96190534	1
chr15	96217678	96219621	1
chr15	97265039	97266740	1
chr15	97386921	97388568	1
chr15	97515721	97517771	1
chr15	97794443	97796207	1
chr15	97926456	97928086	1
chr15	98030283	98032415	1
chr15	98151064	98152234	1
chr15	98153119	98155479	1
chr15	98214976	98216838	1
chr15	98426600	98428191	1
chr15	98497736	98500115	1
chr15	98675628	98677304	1
chr15	98870809	98873150	1
chr15	99242780	99244570	1
chr15	99452842	99453854	1
chr15	99454020	99456531	1
chr15	99608111	99609587	1
chr15	99613289	99615445	1
chr15	99740540	99742655	1
chr15	99765346	99768055	1
chr15	99893705	99895128	1
chr15	99925794	99928353	1
chr15	100025905	100027465	1
chr15	100078576	100080564	1
chr15	100249417	100252898	1
chr15	100253775	100256043	1
chr15	100289262	100291242	1
chr15	100458091	100459806	1
chr15	100511800	100513825	1
chr15	100657391	100658842	1
chr15	100744906	100747476	1
chr15	101082920	101085693	1
chr15	101142493	101144349	1
chr15	101198024	101199932	1
chr15	101250096	101252355	1
chr15	101328508	101330879	1
chr15	101412156	101414233	1
chr15	101551752	101553945	1
chr15	101639383	101642967	1
chr15	101648195	101649932	1
chr15	101693802	101695956	1
chr15	101916752	101921292	1
chr15	101924373	101926389	1
chr15	101932930	101935952	1
chr15	101937395	101939020	1
chr15	101943393	101946003	1
chr15	101967809	101970879	1
chr15	101996791	101998491	1
chr15	102071858	102074129	1
chr15	102075292	102077571	1
chr15	102101332	102103923	1
chr15	102293975	102296220	1
chr15	102296482	102299020	1
chr15	102299113	102301103	1
chr15	102301311	102305220	1
chr15	102490728	102492776	1
chr16	129602	133731	1
chr16	369988	371582	1
chr16	541110	544106	1
chr16	583296	585152	1
chr16	601102	603917	1
chr16	605050	608193	1
chr16	792976	794710	1
chr16	897126	899126	1
chr16	926065	927445	1
chr16	937626	940130	1
chr16	948025	950194	1
chr16	1037376	1039205	1
chr16	1047252	1048873	1
chr16	1106422	1108857	1
chr16	1127827	1129267	1
chr16	1175590	1177675	1
chr16	1205274	1206980	1
chr16	1234546	1236384	1
chr16	1328392	1330043	1
chr16	1450905	1451933	1
chr16	1503281	1504855	1
chr16	1506859	1509021	1
chr16	1544730	1546768	1
chr16	1574970	1576582	1
chr16	1694972	1696734	1
chr16	1996980	1998594	1
chr16	2023803	2025712	1
chr16	2053477	2055119	1
chr16	2084592	2086833	1
chr16	2112461	2113812	1
chr16	2119387	2121494	1
chr16	2153276	2154899	1
chr16	2257993	2260613	1
chr16	2294575	2296582	1
chr16	2679152	2681071	1
chr16	2754181	2757688	1
chr16	2820185	2822792	1
chr16	2889757	2891812	1
chr16	3115417	3118069	1
chr16	3687066	3688786	1
chr16	3725338	3727342	1
chr16	3785046	3786930	1
chr16	4045467	4046931	1
chr16	4076674	4078258	1
chr16	4253470	4254997	1
chr16	4367901	4369654	1
chr16	4658588	4660314	1
chr16	4737914	4740122	1
chr16	4918316	4921421	1
chr16	5782420	5785584	1
chr16	5890129	5892068	1
chr16	5995904	5998174	1
chr16	6057685	6060530	1
chr16	6146119	6148197	1
chr16	6246386	6248109	1
chr16	6443772	6445409	1
chr16	6579841	6581498	1
chr16	6845362	6847056	1
chr16	6979728	6981248	1
chr16	7528209	7530089	1
chr16	7734067	7735961	1
chr16	7841123	7842906	1
chr16	8046844	8049926	1
chr16	8925781	8927179	1
chr16	9753594	9755171	1
chr16	9798588	9800515	1
chr16	10654484	10656562	1
chr16	10753529	10755172	1
chr16	11793592	11795288	1
chr16	11886712	11888354	1
chr16	12152970	12154811	1
chr16	12627304	12628769	1
chr16	12718743	12720403	1
chr16	13643946	13645387	1
chr16	14463128	14464769	1
chr16	15690036	15691421	1
chr16	17404712	17406498	1
chr16	24135719	24137365	1
chr16	24823935	24825341	1
chr16	27794558	27795988	1
chr16	27931957	27933392	1
chr16	28294851	28296129	1
chr16	32340059	32340972	1
chr16	32353238	32354218	1
chr16	32361286	32362315	1
chr16	32815388	32816267	1
chr16	33350228	33351369	1
chr16	33381914	33382971	1
chr16	33390533	33391526	1
chr16	33465206	33466008	1
chr16	33535232	33536033	1
chr16	33538742	33539588	1
chr16	33584805	33585700	1
chr16	33585934	33586827	1
chr16	33767454	33768301	1
chr16	33784874	33785719	1
chr16	33805772	33806693	1
chr16	33866633	33867622	1
chr16	33872216	33873227	1
chr16	33878090	33879599	1
chr16	33881190	33882142	1
chr16	33884473	33886888	1
chr16	33888651	33891033	1
chr16	33894583	33895804	1
chr16	33897284	33898870	1
chr16	33899095	33900003	1
chr16	34181701	34182740	1
chr16	34182970	34185452	1
chr16	34185621	34187612	1
chr16	34190673	34192213	1
chr16	34192434	34194042	1
chr16	34194961	34196579	1
chr16	46385457	46409170	1
chr16	46412004	46413035	1
chr16	46413228	46414202	1
chr16	46417063	46418103	1
chr16	46419313	46429769	1
chr16	46431712	46436152	1
chr16	46443738	46444653	1
chr16	46448306	46450887	1
chr16	46451261	46453126	1
chr16	46453282	46454279	1
chr16	46454489	46455799	1
chr16	46497916	46498867	1
chr16	46500090	46500891	1
chr16	49758852	49760310	1
chr16	50347471	50348804	1
chr16	50653964	50654920	1
chr16	52651056	52652886	1
chr16	53540938	53542368	1
chr16	55618640	55620301	1
chr16	55795116	55796749	1
chr16	55864671	55866307	1
chr16	56371640	56373010	1
chr16	57663631	57664927	1
chr16	57937988	57939781	1
chr16	58537046	58538889	1
chr16	61095512	61097133	1
chr16	61996496	61997858	1
chr16	62227896	62229862	1
chr16	62463944	62465420	1
chr16	63399199	63400965	1
chr16	63835400	63837265	1
chr16	65904002	65906069	1
chr16	67961176	67962855	1
chr16	70190785	70191782	1
chr16	70515182	70516547	1
chr16	70694677	70696529	1
chr16	70782514	70783930	1
chr16	71043011	71044788	1
chr16	72914377	72916732	1
chr16	73299946	73301633	1
chr16	73382289	73383980	1
chr16	74480189	74481972	1
chr16	76055253	76056978	1
chr16	76523304	76525342	1
chr16	77285111	77286445	1
chr16	77786599	77788104	1
chr16	77913118	77915148	1
chr16	77959166	77960425	1
chr16	77972356	77974232	1
chr16	78431175	78432616	1
chr16	78947956	78950106	1
chr16	79133668	79136211	1
chr16	79465004	79467129	1
chr16	79552509	79554404	1
chr16	79584069	79586053	1
chr16	81430927	81432700	1
chr16	81553592	81555834	1
chr16	81683232	81685316	1
chr16	82002133	82004190	1
chr16	82676716	82678979	1
chr16	82695953	82697465	1
chr16	83079313	83082073	1
chr16	83164816	83166953	1
chr16	83269863	83271333	1
chr16	83476005	83478012	1
chr16	83780287	83781999	1
chr16	83973185	83974787	1
chr16	84056157	84058892	1
chr16	84204738	84206481	1
chr16	84504645	84505753	1
chr16	84807669	84809723	1
chr16	85400401	85401836	1
chr16	85430230	85431462	1
chr16	85452641	85454933	1
chr16	85540651	85542461	1
chr16	85667149	85672891	1
chr16	86038592	86040470	1
chr16	86155394	86157347	1
chr16	86359495	86361644	1
chr16	86554895	86556579	1
chr16	86746277	86748595	1
chr16	86773411	86774925	1
chr16	86870075	86871086	1
chr16	86980333	86982942	1
chr16	87114636	87116760	1
chr16	87177298	87179054	1
chr16	87268271	87270237	1
chr16	87382461	87384801	1
chr16	87548246	87549734	1
chr16	87668764	87670672	1
chr16	87739425	87741704	1
chr16	87886660	87888530	1
chr16	87947636	87950267	1
chr16	88198829	88200214	1
chr16	88387686	88389386	1
chr16	88447570	88449553	1
chr16	88471766	88472896	1
chr16	88552984	88556256	1
chr16	88627406	88629274	1
chr16	88704161	88706391	1
chr16	88738300	88740256	1
chr16	88768232	88771582	1
chr16	88802214	88804493	1
chr16	88904124	88905700	1
chr16	88919548	88922082	1
chr16	89031752	89034428	1
chr16	89040377	89043166	1
chr16	89161200	89162818	1
chr16	89379031	89381797	1
chr16	89385135	89386622	1
chr16	89506885	89510156	1
chr16	89653203	89655438	1
chr16	89713748	89715581	1
chr16	90106696	90109933	1
chr17	50029	52363	1
chr17	63073	65920	1
chr17	109259	114090	1
chr17	146811	148491	1
chr17	151683	155255	1
chr17	170424	172699	1
chr17	450673	453365	1
chr17	454466	459085	1
chr17	459451	460962	1
chr17	504595	505740	1
chr17	667424	669158	1
chr17	698482	701165	1
chr17	709607	711986	1
chr17	743661	745681	1
chr17	817678	819637	1
chr17	860162	862504	1
chr17	907547	909537	1
chr17	914307	917001	1
chr17	966082	967039	1
chr17	967267	968893	1
chr17	1272427	1274483	1
chr17	1373978	1375602	1
chr17	1384437	1385803	1
chr17	1397399	1399551	1
chr17	1484094	1485957	1
chr17	1610737	1612279	1
chr17	1657973	1661604	1
chr17	1796965	1798192	1
chr17	2138259	2140133	1
chr17	2275776	2277696	1
chr17	2310577	2312649	1
chr17	2586239	2588341	1
chr17	2590301	2596297	1
chr17	2702272	2704033	1
chr17	2777050	2778962	1
chr17	2850104	2851479	1
chr17	2935004	2936938	1
chr17	3392483	3394501	1
chr17	3427292	3429229	1
chr17	3593592	3595115	1
chr17	3702672	3704714	1
chr17	3770467	3772000	1
chr17	3792775	3795004	1
chr17	3914589	3916308	1
chr17	3951131	3953138	1
chr17	3955684	3956630	1
chr17	3987887	3989629	1
chr17	4040186	4042489	1
chr17	4384656	4386301	1
chr17	4862304	4863888	1
chr17	5269309	5272526	1
chr17	5275897	5278081	1
chr17	5684580	5686448	1
chr17	5959319	5960978	1
chr17	6009410	6010882	1
chr17	6022645	6024635	1
chr17	6437157	6438638	1
chr17	6587422	6589639	1
chr17	6632182	6633837	1
chr17	7091694	7093236	1
chr17	7226600	7228502	1
chr17	7243873	7245277	1
chr17	7411730	7414633	1
chr17	7994854	7996725	1
chr17	9390832	9391640	1
chr17	9422234	9423688	1
chr17	9677915	9679235	1
chr17	9750147	9752118	1
chr17	9871949	9873705	1
chr17	10005368	10007466	1
chr17	10572871	10574663	1
chr17	10724283	10725663	1
chr17	11493326	11495784	1
chr17	11525497	11527770	1
chr17	12047359	12049359	1
chr17	13674838	13676674	1
chr17	15282107	15283545	1
chr17	16411083	16412397	1
chr17	21285300	21287058	1
chr17	21520188	21520998	1
chr17	21548731	21549545	1
chr17	29736986	29738379	1
chr17	30583181	30584554	1
chr17	30830605	30832342	1
chr17	31319649	31321836	1
chr17	32063216	32065339	1
chr17	32160906	32162944	1
chr17	32987476	32988980	1
chr17	34071458	34075256	1
chr17	36932890	36935390	1
chr17	37413771	37414687	1
chr17	40124931	40127282	1
chr17	41400773	41401647	1
chr17	42425749	42427279	1
chr17	44349478	44350409	1
chr17	44353968	44354770	1
chr17	44363008	44364176	1
chr17	45880355	45881662	1
chr17	48832691	48834316	1
chr17	64799609	64801633	1
chr17	65020684	65022407	1
chr17	65560588	65561427	1
chr17	67480987	67482087	1
chr17	70318322	70319790	1
chr17	72790178	72792298	1
chr17	73752156	73753916	1
chr17	74151438	74153219	1
chr17	74560272	74562241	1
chr17	74910986	74912597	1
chr17	75615441	75616912	1
chr17	75660671	75662244	1
chr17	76110572	76112558	1
chr17	76263089	76265168	1
chr17	76446531	76448154	1
chr17	76718780	76720639	1
chr17	76802060	76804885	1
chr17	77194192	77195977	1
chr17	77225478	77226917	1
chr17	77238468	77240074	1
chr17	77926071	77927421	1
chr17	78232784	78234686	1
chr17	78405840	78407373	1
chr17	78415746	78417239	1
chr17	78427980	78430582	1
chr17	78716788	78718646	1
chr17	78836755	78838991	1
chr17	78993871	78995543	1
chr17	79043530	79045947	1
chr17	79253325	79254843	1
chr17	79335041	79337957	1
chr17	79503766	79506161	1
chr17	79523910	79527094	1
chr17	79690456	79692006	1
chr17	80190899	80193110	1
chr17	80460735	80462833	1
chr17	80542608	80545808	1
chr17	80772670	80774528	1
chr17	80915619	80918290	1
chr17	81047638	81049580	1
chr18	106744	110640	1
chr18	349494	351515	1
chr18	367451	369384	1
chr18	494480	496421	1
chr18	548150	550530	1
chr18	639700	641125	1
chr18	903855	911814	1
chr18	1038182	1040067	1
chr18	1307461	1309205	1
chr18	1573658	1576152	1
chr18	1609596	1611286	1
chr18	1808689	1810946	1
chr18	1915534	1917138	1
chr18	1929470	1930835	1
chr18	1941550	1943667	1
chr18	2034643	2038035	1
chr18	2277911	2279608	1
chr18	2528547	2529356	1
chr18	2706325	2708635	1
chr18	2769177	2772521	1
chr18	2799901	2801344	1
chr18	2918156	2920595	1
chr18	3135386	3136885	1
chr18	3519940	3521549	1
chr18	3610876	3612302	1
chr18	3747044	3749111	1
chr18	3797154	3798778	1
chr18	3861833	3863739	1
chr18	4203666	4205448	1
chr18	4380444	4383051	1
chr18	4443190	4445138	1
chr18	4776305	4777544	1
chr18	5081188	5082765	1
chr18	5198491	5200775	1
chr18	5349566	5351777	1
chr18	5364351	5365801	1
chr18	6031045	6033169	1
chr18	6108150	6110336	1
chr18	6386358	6387628	1
chr18	6666430	6668159	1
chr18	6756313	6759022	1
chr18	6838256	6842247	1
chr18	7172125	7173857	1
chr18	7373541	7375878	1
chr18	7484553	7486141	1
chr18	7676764	7678571	1
chr18	7686985	7689738	1
chr18	7858194	7860695	1
chr18	7896812	7898415	1
chr18	7924564	7926604	1
chr18	8171267	8172993	1
chr18	8279578	8281427	1
chr18	8413923	8416718	1
chr18	8439755	8441362	1
chr18	8784226	8786683	1
chr18	9364236	9366553	1
chr18	9554800	9557290	1
chr18	9948168	9950395	1
chr18	10667294	10669169	1
chr18	11048776	11050906	1
chr18	11074665	11076587	1
chr18	11361894	11363589	1
chr18	11577028	11578785	1
chr18	11606738	11608205	1
chr18	11860526	11862069	1
chr18	11872695	11874434	1
chr18	12023812	12025467	1
chr18	14436014	14438254	1
chr18	14752720	14753941	1
chr18	19081922	19083230	1
chr18	19485141	19487336	1
chr18	20137450	20138879	1
chr18	20290286	20292010	1
chr18	21316305	21317742	1
chr18	22998807	23000982	1
chr18	24093170	24095165	1
chr18	24625932	24627845	1
chr18	25146025	25147934	1
chr18	25301388	25303201	1
chr18	27430632	27431965	1
chr18	28560207	28562319	1
chr18	30262309	30264801	1
chr18	31299694	31301019	1
chr18	31424121	31425888	1
chr18	34182877	34185461	1
chr18	34932365	34933750	1
chr18	35073699	35075754	1
chr18	36364748	36366130	1
chr18	36978800	36980320	1
chr18	37684016	37685806	1
chr18	39464952	39467153	1
chr18	40470722	40472553	1
chr18	41809275	41810837	1
chr18	42971530	42973360	1
chr18	43883107	43885384	1
chr18	44592843	44594547	1
chr18	44939756	44941693	1
chr18	45547678	45549776	1
chr18	45716463	45717774	1
chr18	46255035	46256536	1
chr18	46346516	46348515	1
chr18	47457321	47458895	1
chr18	49020970	49022822	1
chr18	51184292	51186354	1
chr18	53764391	53767134	1
chr18	54690716	54692785	1
chr18	55111257	55113277	1
chr18	55809743	55811148	1
chr18	55846490	55848465	1
chr18	57129471	57131289	1
chr18	57213850	57215569	1
chr18	57507320	57509553	1
chr18	57727452	57729041	1
chr18	58092495	58094353	1
chr18	59019756	59021605	1
chr18	59811181	59812883	1
chr18	60564430	60566144	1
chr18	60691412	60693056	1
chr18	60703531	60705015	1
chr18	60922770	60924699	1
chr18	61857247	61858654	1
chr18	62521608	62523036	1
chr18	62549001	62550976	1
chr18	63110468	63112711	1
chr18	64251639	64253472	1
chr18	64741503	64743439	1
chr18	65017001	65019084	1
chr18	65705152	65706210	1
chr18	65832175	65834124	1
chr18	66178677	66180986	1
chr18	66201553	66203490	1
chr18	66624804	66626417	1
chr18	66885753	66887132	1
chr18	68189788	68191571	1
chr18	68270385	68272035	1
chr18	69039103	69041001	1
chr18	69382163	69384192	1
chr18	70497184	70499321	1
chr18	70691281	70692911	1
chr18	70719635	70721639	1
chr18	70905446	70907132	1
chr18	71304534	71305798	1
chr18	71492774	71494729	1
chr18	71501839	71503976	1
chr18	71593190	71595132	1
chr18	71869880	71871324	1
chr18	72077808	72079423	1
chr18	72183767	72185900	1
chr18	72222093	72224058	1
chr18	72235665	72237903	1
chr18	72387510	72389611	1
chr18	72439740	72442166	1
chr18	72738491	72740432	1
chr18	72801507	72803043	1
chr18	72934028	72936174	1
chr18	72982864	72984154	1
chr18	73079834	73081455	1
chr18	73097792	73099682	1
chr18	73378367	73380472	1
chr18	73611969	73613693	1
chr18	73899146	73900807	1
chr18	74078587	74080860	1
chr18	74095992	74098993	1
chr18	74178787	74180304	1
chr18	74290282	74292258	1
chr18	74336850	74338666	1
chr18	74671411	74673143	1
chr18	74812998	74814929	1
chr18	74928037	74929285	1
chr18	75113602	75116575	1
chr18	75218357	75220043	1
chr18	75570788	75572492	1
chr18	75782199	75784034	1
chr18	75975928	75977878	1
chr18	76005333	76008255	1
chr18	76149656	76151305	1
chr18	76232482	76234109	1
chr18	76354237	76355279	1
chr18	76430567	76433367	1
chr18	76485865	76487380	1
chr18	76530328	76531843	1
chr18	76547325	76549215	1
chr18	76960003	76962296	1
chr18	77148466	77151181	1
chr18	77160019	77162239	1
chr18	77165166	77168136	1
chr18	77180320	77183320	1
chr18	77229282	77230655	1
chr18	77283672	77285558	1
chr18	77286333	77287697	1
chr18	77290655	77293312	1
chr18	77356898	77358575	1
chr18	77375108	77376682	1
chr18	77378846	77381396	1
chr18	77405382	77409673	1
chr18	77494270	77496110	1
chr18	77496939	77500934	1
chr18	77537779	77540566	1
chr18	77550006	77551830	1
chr18	77582136	77583969	1
chr18	77660138	77663997	1
chr18	77681789	77683763	1
chr18	77830570	77832235	1
chr19	79852	82045	1
chr19	98222	99610	1
chr19	373018	377878	1
chr19	523237	525125	1
chr19	608346	612013	1
chr19	651351	653776	1
chr19	810675	812268	1
chr19	866295	868624	1
chr19	1086087	1087614	1
chr19	1256890	1259788	1
chr19	1369103	1370322	1
chr19	1757645	1758815	1
chr19	1921617	1925009	1
chr19	1973679	1975358	1
chr19	1998659	2000408	1
chr19	2097619	2100562	1
chr19	2187282	2188976	1
chr19	2202037	2203908	1
chr19	2250165	2252469	1
chr19	2340497	2341655	1
chr19	2346299	2348361	1
chr19	2430621	2432500	1
chr19	2575923	2577177	1
chr19	2810929	2812412	1
chr19	3177346	3179831	1
chr19	3348032	3349118	1
chr19	3563670	3565126	1
chr19	3589128	3591261	1
chr19	3632570	3634654	1
chr19	3812626	3814344	1
chr19	3906727	3908556	1
chr19	4100947	4103289	1
chr19	4194498	4196482	1
chr19	4366061	4367623	1
chr19	4712662	4714779	1
chr19	5029959	5032070	1
chr19	5088871	5091753	1
chr19	5130968	5132544	1
chr19	5597563	5600294	1
chr19	5922147	5924082	1
chr19	6002970	6004968	1
chr19	6413251	6415262	1
chr19	6895480	6896982	1
chr19	7975215	7976993	1
chr19	8881940	8882750	1
chr19	8892047	8892986	1
chr19	9119809	9121010	1
chr19	11031768	11033461	1
chr19	11157181	11159109	1
chr19	11283125	11284723	1
chr19	13008546	13010160	1
chr19	15012009	15013752	1
chr19	15550737	15552454	1
chr19	15780207	15781923	1
chr19	16180718	16182174	1
chr19	16569834	16571318	1
chr19	31051838	31053738	1
chr19	31383198	31385491	1
chr19	32571915	32574752	1
chr19	33701717	33702854	1
chr19	33706382	33708063	1
chr19	33986816	33988297	1
chr19	34204927	34206141	1
chr19	34269510	34270964	1
chr19	35596059	35596973	1
chr19	36220306	36221818	1
chr19	38028053	38030213	1
chr19	38474102	38476004	1
chr19	38687882	38689160	1
chr19	38986734	38988196	1
chr19	39618162	39619597	1
chr19	39662209	39663824	1
chr19	40170154	40172013	1
chr19	41199039	41200653	1
chr19	41249222	41250798	1
chr19	42738610	42740368	1
chr19	44233118	44234841	1
chr19	44962033	44963208	1
chr19	47112227	47113727	1
chr19	47968145	47969999	1
chr19	48426080	48426968	1
chr19	49512622	49514624	1
chr19	49605556	49607394	1
chr19	49942106	49943892	1
chr19	50186583	50188377	1
chr19	50415723	50417441	1
chr19	50596563	50597406	1
chr19	51205388	51207500	1
chr19	51480503	51482240	1
chr19	51527560	51529490	1
chr19	51546835	51548919	1
chr19	51901366	51903021	1
chr19	52094320	52095682	1
chr19	52709271	52712797	1
chr19	53629659	53631181	1
chr19	54042068	54044097	1
chr19	54104217	54106018	1
chr19	54601731	54603515	1
chr19	54635502	54638651	1
chr19	54809492	54811848	1
chr19	55176770	55179576	1
chr19	55445665	55447578	1
chr19	55574923	55577105	1
chr19	55602307	55604153	1
chr19	55741399	55744009	1
chr19	55766573	55768441	1
